INDEX,SPMCODE,Collector_no,Alt_Coll_No,TAXA-Current_determination,Collection_date,Collectors,OWNER,Country,State_Province_Region_territory,substate,substateRank,Site,Protected,habitat,associates,DBH-cm,Height-m,plantAttributesOther,Determination_HIST_PIPED,Determined_by,Determined_date,determination_reasoning_notes,sourceInstitution,livingCollectionsNumber,OrigSourceInfo,Original Source- Cultivated,latitude.orig,longitude.orig,Elevation-USETHIS,coordinatesSource,photos,Collecting_Extracting_notes,Project,DNA_location,voucher1,voucher2,voucher3,otherVouchers,MOR_Acc_Num,SPM_voucher,Voucher_Notes,Mira used for:,Wild_Arb_GH_Collected,latitude_georef,longitude_georef,Georeference_source,country-georef,state_province_georef,County_georef,City_georef,HYB-SEQ-EXTRACT,Hyb-SEQ subproject,HYB-SEQ Sequenced On,Hyb-SEQ_filename1,Hyb-SEQ_filename2,HYB-SEQ notes,HYB-SEQ_BioProject,Hyb-SEQ-SRA_library_ID,SRA_biosample_accession,HYB-SEQ SRA_title_correct_LOCALITY_INFO,Lookup-SUBGENUS-by-CurrentTAXA,LOOKUP-section-by-currentTAXA,Lookup-CLADE0by-CurrentTAXA,GABE-TEMP
1633,QUE001633,SH-MG105B,,Quercus macrocarpa,5/31/17,Mira Garner & Emma Spence,HIPP,USA,IL,Menard,County,Starhill Forest Arboretum,,,,,,,Quercus macrocarpa Michx.,,,,Starhill Forest Arboretum,2002-038,"Wild seed collected by Ron Lance in Henderson County, North Carolina, USA",,,,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,186613,MOR<USA-IL>:186613,,Starhill,arboretum collected,35.336275,-82.479939,GEOLocate: Uncertainty: 27464 m,USA,North Carolina,,,OAK-MOR-001553,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001553_S20_L001_R1_001.fastq.gz,OAK-MOR-001553_S20_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:North Carolina,subg. Quercus,Quercus,Prinoideae,QUE001633
1634,QUE001634,SH-MG106,,Quercus macrocarpa,5/31/17,Mira Garner & Emma Spence,HIPP,USA,IL,Menard,County,Starhill Forest Arboretum,,,,,,,Quercus macrocarpa Michx.,,,,Starhill Forest Arboretum,2002-032 or 2008-054,"Wild seed collected by Terry Hanlon, Pittsburgh, Pennsylvania, USA",,,,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,MOR-unmounted,,,,,MOR<USA-IL>:Garner & Spence SH-MG106,,Starhill,arboretum collected,40.440625,-79.995886,GEOLocate  Uncertainty: 11795 m,USA,Pennsylvania,,,OAK-MOR-001554,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001554_S1_L001_R1_001.fastq.gz,OAK-MOR-001554_S1_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Pennsylvania,subg. Quercus,Quercus,Prinoideae,QUE001634
1635,QUE001635,SH-MG107,,Quercus macrocarpa,5/31/17,Mira Garner & Emma Spence,HIPP,USA,IL,Menard,County,Starhill Forest Arboretum,,,,,,,Quercus macrocarpa Michx.,,,,Starhill Forest Arboretum,2003-037,"Cultivated- Seed collected by Mike Melendrez in Captain Mountain, New Mexico, USA",,,,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,186614,MOR<USA-IL>:186614,,Starhill,arboretum collected,,,cultivated,na,na,,,OAK-MOR-001555,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001555_S49_L001_R1_001.fastq.gz,OAK-MOR-001555_S49_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from na:na,subg. Quercus,Quercus,Prinoideae,QUE001635
1636,QUE001636,SH-MG108,,Quercus macrocarpa,5/31/17,Mira Garner & Emma Spence,HIPP,USA,IL,Menard,County,Starhill Forest Arboretum,,,,,,,Quercus macrocarpa Michx.,,,,Starhill Forest Arboretum,2003-034 or 2008-053,"Wild collected in Charlotte, North Carolina, USA. Source: Hill Gandy, Chesterfield, South Carolina, USA",,,,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,MOR-unmounted,,,,,MOR<USA-IL>:Garner & Spence SH-MG108,,Starhill,arboretum collected,35.227087,-80.843127,"GEOLocate: Uncertainty: 24418 m, Parse pattern: CHARLOTTE",USA,North Carolina,,,OAK-MOR-001556,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001556_S50_L001_R1_001.fastq.gz,OAK-MOR-001556_S50_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:North Carolina,subg. Quercus,Quercus,Prinoideae,QUE001636
1637,QUE001637,SH-MG109,,Quercus macrocarpa,5/31/17,Mira Garner & Emma Spence,HIPP,USA,IL,Menard,County,Starhill Forest Arboretum,,,,,,,Quercus macrocarpa Michx.,,,,Starhill Forest Arboretum,2003-039,"Wild collected seed by Guy Sternberg in Island Grove, Sangamon County, Illinois, USA",,,,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,186615,MOR<USA-IL>:186615,,Starhill,arboretum collected,39.7167,-89.95,"GEOLocate: Uncertainty: 301 m, Parse pattern: ISLAND GROVE",USA,Illinois,,,OAK-MOR-001557,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001557_S2_L001_R1_001.fastq.gz,OAK-MOR-001557_S2_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois,subg. Quercus,Quercus,Prinoideae,QUE001637
1638,QUE001638,SH-MG110,,Quercus macrocarpa,5/31/17,Mira Garner & Emma Spence,HIPP,USA,IL,Menard,County,Starhill Forest Arboretum,,,,,,,Quercus macrocarpa Michx.,,,,Starhill Forest Arboretum,1996-028 or 2004-041,"Wild seed collected by Greg Morgenson in Morden, Manitoba, Canada",,,,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,MOR-unmounted,,,,,                  ,,Starhill,arboretum collected,49.195201,-98.097582,Google Maps,Canada,Manitoba,,,OAK-MOR-001558,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001558_S19_L001_R1_001.fastq.gz,OAK-MOR-001558_S19_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from Canada:Manitoba,subg. Quercus,Quercus,Prinoideae,QUE001638
1640,QUE001640,SH-MG112,,Quercus macrocarpa,5/31/17,Mira Garner & Emma Spence,HIPP,USA,IL,Menard,County,Starhill Forest Arboretum,,,,,,,Quercus macrocarpa Michx.,,,,Starhill Forest Arboretum,2005-063 or 2008-051,"Wild seed collected by Greg Morgenson in Ramsey County, North Dakota, USA",,,,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,MOR-unmounted,,,,,MOR<USA-IL>:Garner & Spence SH-MG112,,Starhill,arboretum collected,48.268934,-98.720138,"GEOLocate: Uncertainty: 48436 m, Parse pattern: RAMSEY COUNTY",USA,North Dakota,,,SYST-MOR-006133,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,SYST-MOR-006133_S176_L007_R1_001.fastq.gz,SYST-MOR-006133_S176_L007_R2_001.fastq.gz,"Sequenced 2x: SYST-MOR-006133_S176_L007_R1_001.fastq.gz, SYST-MOR-006133_S176_L007_R2_001.fastq.gz; SYST-MOR-006133_S56_L001_R1_001.fastq.gz, SYST-MOR-006133_S56_L001_R2_001.fastq.gz",,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:North Dakota,subg. Quercus,Quercus,Prinoideae,QUE001640
1642,QUE001642,SH-MG114,,Quercus macrocarpa,5/31/17,Mira Garner & Emma Spence,HIPP,USA,IL,Menard,County,Starhill Forest Arboretum,,,,,,,Quercus macrocarpa Michx.,,,,Starhill Forest Arboretum,2003-034 or 2008-053,"Wild collected in Charlotte, North Carolina, USA. Source: Hill Gandy, Chesterfield, South Carolina, USA",,,,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,MOR-unmounted,,,,,MOR<USA-IL>:Garner & Spence SH-MG114,,Starhill,arboretum collected,35.227087,-80.843127,"GEOLocate: Uncertainty: 24418 m, Parse pattern: CHARLOTTE",USA,North Carolina,,,SYST-MOR-006134,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,SYST-MOR-006134_S177_L007_R1_001.fastq.gz,SYST-MOR-006134_S177_L007_R2_001.fastq.gz,"Sequenced 2x: SYST-MOR-006134_S177_L007_R1_001.fastq.gz, SYST-MOR-006134_S177_L007_R2_001.fastq.gz; SYST-MOR-006134_S57_L001_R1_001.fastq.gz, SYST-MOR-006134_S57_L001_R2_001.fastq.gz.",,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:North Carolina,subg. Quercus,Quercus,Prinoideae,QUE001642
1643,QUE001643,SH-MG115,,Quercus macrocarpa,5/31/17,Mira Garner & Emma Spence,HIPP,USA,IL,Menard,County,Starhill Forest Arboretum,,,,,,,Quercus macrocarpa Michx.,,,,Starhill Forest Arboretum,2005-065,"Wild seed collected by Guy Sternberg in Bloomington, Illinois, USA, Source: Knutson Giant",,,,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,186617,MOR<USA-IL>:186617,,Starhill,arboretum collected,40.484203,-88.993687,"GEOLocate:  Uncertainty: 8720 m, Parse pattern: BLOOMINGTON",USA,Illinois,,,SYST-MOR-006135,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,SYST-MOR-006135_S178_L007_R1_001.fastq.gz,SYST-MOR-006135_S178_L007_R2_001.fastq.gz,"Sequenced 2x: SYST-MOR-006135_S178_L007_R1_001.fastq.gz, SYST-MOR-006135_S178_L007_R2_001.fastq.gz; SYST-MOR-006135_S58_L001_R1_001.fastq.gz, SYST-MOR-006135_S58_L001_R2_001.fastq.gz",,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois,subg. Quercus,Quercus,Prinoideae,QUE001643
1644,QUE001644,SH-MG116,,Quercus macrocarpa,5/31/17,Mira Garner & Emma Spence,HIPP,USA,IL,Menard,County,Starhill Forest Arboretum,,,,,,,Quercus macrocarpa Michx.,,,,Starhill Forest Arboretum,2005-064,"Wild seed collected by Matt Strong in Franklin County, Kansas, USA",,,,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,186618,MOR<USA-IL>:186618,,Starhill,arboretum collected,38.564518,-95.285948,GEOLocate: Uncertainty: 33234 m Parse pattern: FRANKLIN COUNTY,USA,Kansas,,,OAK-MOR-001564,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001564_S51_L001_R1_001.fastq.gz,OAK-MOR-001564_S51_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Kansas,subg. Quercus,Quercus,Prinoideae,QUE001644
1645,QUE001645,SH-MG117,,Quercus macrocarpa,5/31/17,Mira Garner & Emma Spence,HIPP,USA,IL,Menard,County,Starhill Forest Arboretum,,,,,,,Quercus macrocarpa Michx.,,,,Starhill Forest Arboretum,2009-172,"Wild seed collected by Edie Sternberg in Beall Woods State Park, Illinois, USA",,,,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,188619,MOR<USA-IL>:188619,,Starhill,arboretum collected,38.350733,-87.822595,Google Maps to Beall Woods State Park,USA,Illinois,,,OAK-MOR-001565,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001565_S3_L001_R1_001.fastq.gz,OAK-MOR-001565_S3_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois,subg. Quercus,Quercus,Prinoideae,QUE001645
1646,QUE001646,SH-MG118,,Quercus macrocarpa,5/31/17,Mira Garner & Emma Spence,HIPP,USA,IL,Menard,County,Starhill Forest Arboretum,,,,,,,Quercus macrocarpa Michx.,,,,Starhill Forest Arboretum,2009-176,"Cultivated seed collected by Larry Burford, Oklahoma, USA",,,,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,186739,MOR<USA-IL>:186739,,Starhill,arboretum collected,,,cultivated,na,na,,,OAK-MOR-001566,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001566_S21_L001_R1_001.fastq.gz,OAK-MOR-001566_S21_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from na:na,subg. Quercus,Quercus,Prinoideae,QUE001646
1647,QUE001647,SH-MG119,,Quercus macrocarpa,5/31/17,Mira Garner & Emma Spence,HIPP,USA,IL,Menard,County,Starhill Forest Arboretum,,,,,,,Quercus macrocarpa Michx.,,,,Starhill Forest Arboretum,2008-050,"Wild seed collected by Matt Strong in Johnson County, Kansas, USA",,,,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,MOR-unmounted,,,,,MOR<USA-IL>:Garner & Spence SH-MG119,,Starhill,arboretum collected,38.883769,-94.822261,"GEOLocate: Uncertainty: 31093 m, Parse pattern: JOHNSON COUNTY",USA,Kansas,,,OAK-MOR-001567,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001567_S22_L001_R1_001.fastq.gz,OAK-MOR-001567_S22_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Kansas,subg. Quercus,Quercus,Prinoideae,QUE001647
1648,QUE001648,SH-MG120,,Quercus macrocarpa,5/31/17,Mira Garner & Emma Spence,HIPP,USA,IL,Menard,County,Starhill Forest Arboretum,,,,,,,Quercus macrocarpa Michx.,,,,Starhill Forest Arboretum,2011-037,"Wild seed collected by Guy Sternberg in Wyuka Cemetery (Morton Grave), Nebraska City, Nebraska, USA",,,,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,186620,MOR<USA-IL>:186620,,Starhill,arboretum collected,40.669459,-95.871926,"Google Map to Wyuka Cemetery, in Nebraska City, Nebraska, USA",USA,Nebraska,,,OAK-MOR-001568,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001568_S52_L001_R1_001.fastq.gz,OAK-MOR-001568_S52_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Nebraska,subg. Quercus,Quercus,Prinoideae,QUE001648
1649,QUE001649,SH-MG121,,Quercus muehlenbergii,5/31/17,Mira Garner & Emma Spence,HIPP,USA,IL,Menard,County,Starhill Forest Arboretum,,,,,,,Quercus macrocarpa Michx.|Quercus muehlenbergii,Hipp,3/9/21,molecularDet,Starhill Forest Arboretum,2005-063 or 2008-051,"Wild seed collected by Greg Morgenson in Ramsey County, North Dakota, USA",,,,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,MOR-unmounted,,,,,MOR<USA-IL>:Garner & Spence SH-MG121,,Starhill,arboretum collected,48.268934,-98.720138,"GEOLocate: Uncertainty: 48436 m, Parse pattern: RAMSEY COUNTY",USA,North Dakota,,,OAK-MOR-001569,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001569_S23_L001_R1_001.fastq.gz,OAK-MOR-001569_S23_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus muehlenbergii from USA:North Dakota,subg. Quercus,Quercus,Prinoideae,QUE001649
1650,QUE001650,SH-MG122,,Quercus macrocarpa,5/31/17,Mira Garner & Emma Spence,HIPP,USA,IL,Menard,County,Starhill Forest Arboretum,,,,,,,Quercus macrocarpa Michx.,,,,Starhill Forest Arboretum,2009-212 or 2010-104,"Wild collected seed by Julie Jpohnson in Mohawk Park, Tulsa, Oklahoma, USA",,,,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,MOR-unmounted,,,,,MOR<USA-IL>:Garner & Spence SH-MG122,,Starhill,arboretum collected,36.221607,-95.89489,"Google Maps to Mohawk Park in Tulsa, OK",USA,Oklahoma,,,OAK-MOR-001570,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001570_S24_L001_R1_001.fastq.gz,OAK-MOR-001570_S24_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Oklahoma,subg. Quercus,Quercus,Prinoideae,QUE001650
1651,QUE001651,SH-MG123,,Quercus macrocarpa,5/31/17,Mira Garner & Emma Spence,HIPP,USA,IL,Menard,County,Starhill Forest Arboretum,,,,,,,Quercus macrocarpa Michx.,,,,Starhill Forest Arboretum,2010-102,"Wild seed collected by Matt Strong at West 109th & Farley, Overland Park, Kansas, USA",,,,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,186621,MOR<USA-IL>:186621,,Starhill,arboretum collected,38.931129,-94.698589,"Google maps to West 109th & Farley, Overland Park, Kansas, USA",USA,Kansas,,,OAK-MOR-001571,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001571_S53_L001_R1_001.fastq.gz,OAK-MOR-001571_S53_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Kansas,subg. Quercus,Quercus,Prinoideae,QUE001651
1652,QUE001652,SH-MG124,,Quercus macrocarpa,5/31/17,Mira Garner & Emma Spence,HIPP,USA,IL,Menard,County,Starhill Forest Arboretum,,,,,,,Quercus macrocarpa Michx.,,,,Starhill Forest Arboretum,2003-035,"Cultivated seed collected by Guy Sternberg in Carlinville, Macoupin County, Illinois, USA. Source: Eschbacher",,,,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,MOR-unmounted,,,,,MOR<USA-IL>:Garner & Spence SH-MG124,,Starhill,arboretum collected,,,cultivated,na,na,,,OAK-MOR-001646,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-001646_S172_L007_R1_001.fastq.gz,OAK-MOR-001646_S172_L007_R2_001.fastq.gz,"Sequenced 2x: OAK-MOR-001646_S172_L007_R1_001.fastq.gz, OAK-MOR-001646_S172_L007_R2_001.fastq.gz; OAK-MOR-001646_S52_L001_R1_001.fastq.gz, OAK-MOR-001646_S52_L001_R2_001.fastq.gz",,,,HybSeq using Quercus custom baits of Quercus macrocarpa from na:na,subg. Quercus,Quercus,Prinoideae,QUE001652
1653,QUE001653,SH-MG125,,Quercus macrocarpa,5/31/17,Mira Garner & Emma Spence,HIPP,USA,IL,Menard,County,Starhill Forest Arboretum,,,,,,,Quercus macrocarpa Michx.,,,,Starhill Forest Arboretum,2002-032 or 2008-054,"Wild seed collected by Terry Hanlon, Pittsburgh, Pennsylvania, USA",,,,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,MOR-unmounted,,,,,MOR<USA-IL>:Garner & Spence SH-MG125,,Starhill,arboretum collected,40.440625,-79.995886,GEOLocate  Uncertainty: 11795 m,USA,Pennsylvania,,,OAK-MOR-001647,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-001647_S173_L007_R1_001.fastq.gz,OAK-MOR-001647_S173_L007_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Pennsylvania,subg. Quercus,Quercus,Prinoideae,QUE001653
1654,QUE001654,SH-MG126,,Quercus alba,5/31/17,Mira Garner & Emma Spence,HIPP,USA,IL,Menard,County,Starhill Forest Arboretum,,,,,,,Quercus macrocarpa Michx.|Quercus alba,Hipp,3/11/21,molecularDet,Starhill Forest Arboretum,2009-174,"Wild seed collected by David Richardson in Grapevine, Texas, USA",,,,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,186622,MOR<USA-IL>:186622,,Starhill,arboretum collected,32.936566,-97.078251,"Google Maps to Grapevine, Texas",USA,Texas,,,OAK-MOR-001574,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001574_S25_L001_R1_001.fastq.gz,OAK-MOR-001574_S25_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus alba from USA:Texas,subg. Quercus,Quercus,Albae,QUE001654
1655,QUE001655,SH-MG127,,Quercus macrocarpa,5/31/17,Mira Garner & Emma Spence,HIPP,USA,IL,Menard,County,Starhill Forest Arboretum,,,,,,,Quercus macrocarpa Michx.,,,,Starhill Forest Arboretum,2009-173,"Wild seed collected by Guy Sternberg at Geronimo's Grave in Fort Sill, Oklahoma, USA",,,,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,MOR-unmounted,,,,,MOR<USA-IL>:Garner & Spence SH-MG127,,Starhill,arboretum collected,34.696637,-98.370495,Google Maps to Geronimo's Grave ,USA,Oklahoma,,,OAK-MOR-001648|SYST-MOR-6136,Hyb-SEQ-macrocarpa,Illumina MiSeq|Illumina HiSeq 4000 (fragmentase),OAK-MOR-001648_S78_L001_R1_001.fastq.gz|SYST-MOR-006136_S179_L007_R1_001.fastq.gz,OAK-MOR-001648_S78_L001_R2_001.fastq.gz|SYST-MOR-006136_S179_L007_R2_001.fastq.gz,"Sequenced 3x (some covaris/some fragmentase for comparison): SYST-MOR-006136_S179_L007_R1_001.fastq.gz, SYST-MOR-006136_S179_L007_R2_001.fastq.gz [HiSeq 4000- pool FF, fragmentase]; OAK-MOR-001648_S78_L001_R1_001.fastq.gz, OAK-MOR-001648_S78_L001_R2_001.fastq.gz [MiSeq, part of pool Z]; SYST-MOR-006136_S59_L001_R1_001.fastq.gz, SYST-MOR-006136_S59_L001_R2_001.fastq.gz [MiSeq-pool FF, fragmentase, Shared run didn't go well]",,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Oklahoma,subg. Quercus,Quercus,Prinoideae,QUE001655
1656,QUE001656,SH-MG128,,Quercus macrocarpa,5/31/17,Mira Garner & Emma Spence,HIPP,USA,IL,Menard,County,Starhill Forest Arboretum,,,,,,,Quercus macrocarpa Michx.,,,,Starhill Forest Arboretum,2009-175,"Wild seedling collected by Ryan Russell in McBane, Missouri, USA. MO Champion.",,,,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,186623,MOR<USA-IL>:186623,,Starhill,arboretum collected,38.883571,-92.454961,"Google Maps to mMcBane, Missouri",USA,Missouri,,,OAK-MOR-001576,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001576_S26_L001_R1_001.fastq.gz,OAK-MOR-001576_S26_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Missouri,subg. Quercus,Quercus,Prinoideae,QUE001656
1658,QUE001658,SH-MG130,,Quercus macrocarpa,5/31/17,Mira Garner & Emma Spence,HIPP,USA,IL,Menard,County,Starhill Forest Arboretum,,,,,,,Quercus macrocarpa Michx.,,,,Starhill Forest Arboretum,2010-105,"Wild seed collected by Buchanan in Bur Oak Canyon, Nebraska, USA",,,,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,186624,MOR<USA-IL>:186624,,Starhill,arboretum collected,40.059733,-100.883537,"Google Maps to Bur Oak Canyon, Nebraska, USA",USA,Nebraska,,,OAK-MOR-001578,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001578_S54_L001_R1_001.fastq.gz,OAK-MOR-001578_S54_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Nebraska,subg. Quercus,Quercus,Prinoideae,QUE001658
1660,QUE001660,SH-MG132,,Quercus macrocarpa,5/31/17,Mira Garner & Emma Spence,HIPP,USA,IL,Menard,County,Starhill Forest Arboretum,,,,,,,Quercus macrocarpa Michx.,,,,Starhill Forest Arboretum,1994-059 or 1997-041,"Unclear label: Shelby County, MO or Custer County, OK. Check back with Guy.",,,,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,MOR-unmounted,,,,,MOR<USA-IL>:Garner & Spence SH-MG132,,Starhill,arboretum collected,,,?,USA,,,,OAK-MOR-001580,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001580_S55_L001_R1_001.fastq.gz,OAK-MOR-001580_S55_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:,subg. Quercus,Quercus,Prinoideae,QUE001660
1661,QUE001661,SH-MG133,,Quercus macrocarpa,5/31/17,Mira Garner & Emma Spence,HIPP,USA,IL,Menard,County,Starhill Forest Arboretum,,,,,,,Quercus macrocarpa Michx.,,,,Starhill Forest Arboretum,2010-106,"Cultivated graft collected by Mark Coggeshall from Diana Gardener Scionwood in Oregon, USA",,,,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,MOR-unmounted,,,,,MOR<USA-IL>:Garner & Spence SH-MG133,,Starhill,arboretum collected,,,cultivated,na,na,,,OAK-MOR-001581,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001581_S56_L001_R1_001.fastq.gz,OAK-MOR-001581_S56_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from na:na,subg. Quercus,Quercus,Prinoideae,QUE001661
1662,QUE001662,SH-MG157,,Quercus macrocarpa,5/30/17,Mira Garner & Emma Spence,HIPP,USA,IL,Menard,County,Starhill Forest Arboretum,,,,,,,Quercus macrocarpa Michx.,,,,Starhill Forest Arboretum,1985-022,"Wild seed collected by Guy Sternberg in Beall Woods State Park, Wabash County, Illinois, USA",,,,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,MOR-unmounted,,,,,MOR<USA-IL>:Garner & Spence SH-MG157,,Starhill,arboretum collected,38.350733,-87.822595,Google Maps to Beall Woods State Park,USA,Illinois,,,OAK-MOR-001582,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001582_S57_L001_R1_001.fastq.gz,OAK-MOR-001582_S57_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois,subg. Quercus,Quercus,Prinoideae,QUE001662
